Timestep,Neuron_0,Neuron_1,Neuron_2,Neuron_3,Neuron_4,Neuron_5,Neuron_6,Neuron_7,Neuron_8,Neuron_9,Neuron_10,Neuron_11,Neuron_12,Neuron_13,Neuron_14,Neuron_15,Neuron_16,Neuron_17,Neuron_18,Neuron_19,Neuron_20,Neuron_21,Neuron_22,Neuron_23,Neuron_24,Neuron_25,Neuron_26,Neuron_27,Neuron_28,Neuron_29,Cluster
71,-56.8573,-64.2905,-64.8826,-65.8941,-64.322,-63.9736,-63.7215,-56.1846,-59.9107,-57.4083,-39.7791,-65.9284,-65.3319,-57.3709,-56.6309,-70.0,-70.0,-58.0404,-68.1311,-64.4381,-51.2218,-69.189,-70.0,-69.3591,-65.6042,-66.1692,-68.5306,-66.4527,-56.3811,-45.4182,0
72,-56.3509,-65.7065,-61.7474,-68.6565,-65.7973,-68.1459,-63.2081,-56.9528,-62.8846,-61.4968,-45.4689,-69.7724,-66.6639,-60.5561,-57.1241,-70.0,-66.7447,-56.3801,-68.3061,-67.7783,-50.2395,-70.0,-70.0,-70.0,-69.9625,-69.0112,-70.0,-62.7632,-59.1407,-48.796,0
73,-61.4555,-68.1679,-65.7622,-69.9729,-67.6333,-65.0185,-66.0858,-53.4526,-63.9687,-62.3917,-50.6938,-70.0,-67.3595,-57.5045,-61.1284,-67.0543,-69.5167,-54.4524,-66.947,-69.7836,-53.1932,-65.6645,-70.0,-67.9212,-69.6139,-66.321,-65.8752,-58.4703,-56.0823,-45.1328,0
74,-64.7864,-67.7936,-64.1836,-70.0,-67.6184,-70.0,-68.4107,-54.0969,-65.9394,-60.5375,-55.2475,-65.1735,-66.5844,-62.9852,-62.8554,-70.0,-68.504,-55.6576,-66.7931,-70.0,-57.1184,-63.6313,-70.0,-63.2013,-68.0502,-63.7097,-69.0544,-57.0055,-52.4863,-44.216,0
75,-60.5636,-70.0,-61.1984,-65.0376,-65.1704,-66.3595,-70.0,-50.5721,-61.2706,-61.7528,-56.2764,-60.6435,-70.0,-61.6836,-60.6078,-67.0754,-64.891,-58.2412,-64.0559,-66.1607,-57.0549,-63.4975,-67.0918,-65.4682,-67.108,-65.757,-70.0,-61.5511,-53.5002,-45.2894,0
76,-63.7409,-68.0946,-62.2214,-66.8782,-60.4608,-70.0,-68.6337,-49.4569,-60.5901,-64.1406,-55.3575,-63.4484,-67.0602,-60.4252,-58.9846,-66.2939,-61.1298,-63.0841,-65.4049,-68.5303,-59.6275,-66.6243,-70.0,-66.8742,-70.0,-65.9716,-66.9487,-58.6804,-57.9371,-44.0529,0
77,-61.2483,-66.2618,-58.5878,-63.8599,-60.0406,-70.0,-65.1663,-52.1799,-65.4677,-66.172,-51.9051,-65.8764,-64.41,-58.4602,-54.5484,-70.0,-59.125,-61.5391,-62.6913,-68.3498,-65.0095,-70.0,-66.4649,-70.0,-70.0,-70.0,-67.3606,-60.1641,-57.3736,-46.3615,0
78,-62.6917,-68.8796,-64.0138,-64.7996,-56.2918,-70.0,-61.0837,-57.9918,-61.8963,-62.9523,-52.2682,-64.4031,-68.54,-60.2497,-60.1002,-70.0,-63.3434,-60.1178,-63.5641,-70.0,-60.7559,-69.7354,-63.6715,-70.0,-65.0162,-70.0,-64.8882,-64.6306,-56.1719,-50.1439,0
79,-58.2527,-64.0885,-60.8037,-62.5818,-55.9464,-70.0,-62.5696,-60.2645,-60.7636,-64.671,-56.7794,-59.8722,-70.0,-60.9712,-60.0344,-70.0,-63.6967,-64.7412,-68.5232,-69.1286,-61.4488,-65.5554,-63.5378,-65.3778,-61.778,-69.2273,-69.8671,-61.0221,-60.3772,-50.5375,0
80,-57.7455,-66.1806,-61.3446,-66.0818,-56.6693,-70.0,-61.9041,-65.0313,-58.1882,-69.7594,-55.4241,-58.2419,-68.8683,-63.2519,-59.7711,-70.0,-60.728,-61.7824,-66.0002,-64.9405,-66.3256,-70.0,-63.8446,-69.0159,-61.6351,-68.7967,-70.0,-56.6819,-60.3115,-56.3259,0
81,-62.5821,-69.6948,-58.8701,-63.3804,-59.895,-69.5982,-60.3522,-65.0485,-54.8299,-69.1489,-60.117,-57.9035,-65.0434,-62.2808,-55.512,-67.6501,-57.9761,-57.2871,-68.5441,-61.9858,-66.4596,-70.0,-68.3841,-70.0,-58.2161,-70.0,-70.0,-60.0993,-62.0592,-52.3906,0
82,-59.3578,-70.0,-59.2167,-61.8248,-58.3474,-70.0,-62.5,-65.118,-50.8095,-68.9462,-65.1662,-62.3845,-65.0632,-67.359,-52.3194,-70.0,-54.9714,-60.2314,-64.7419,-60.3022,-70.0,-70.0,-64.2843,-70.0,-58.034,-70.0,-70.0,-56.0996,-63.0569,-49.9798,0
83,-55.3952,-70.0,-59.6108,-63.3733,-56.1114,-70.0,-60.1735,-65.1035,-55.5722,-65.4559,-65.401,-65.8903,-64.0377,-69.8121,-48.8835,-67.6069,-55.3756,-58.7022,-62.6416,-56.1485,-66.1154,-70.0,-68.9116,-65.812,-57.1881,-69.2935,-66.1476,-52.5522,-64.5693,-47.3857,0
84,-54.0562,-70.0,-57.6919,-62.7999,-53.7135,-67.7924,-61.4078,-69.0485,-58.305,-64.1405,-68.2844,-67.4335,-68.0085,-70.0,-46.6591,-65.2163,-51.5773,-56.8868,-67.1224,-57.5887,-67.2832,-68.2947,-70.0,-70.0,-62.7973,-65.079,-70.0,-50.1231,-62.3391,-47.1713,0
85,-54.2408,-68.7086,-55.8966,-67.2082,-52.7111,-68.003,-60.3628,-68.0721,-60.9177,-66.6811,-65.0134,-66.5267,-70.0,-67.3004,-44.5126,-70.0,-54.6773,-54.2029,-68.4889,-59.2155,-70.0,-70.0,-65.1896,-70.0,-66.8502,-60.3844,-70.0,-47.2683,-60.5261,-48.3949,0
86,-56.8717,-67.2371,-57.5302,-63.7441,-49.3527,-64.4653,-57.0465,-67.9177,-60.3701,-65.9915,-66.3328,-63.7988,-70.0,-66.5585,-49.5119,-70.0,-54.6019,-54.9739,-70.0,-62.9106,-66.1439,-70.0,-61.3291,-65.1074,-70.0,-65.7631,-66.2711,-47.8317,-65.3536,-51.9903,0
87,-56.2461,-67.7599,-61.2734,-64.8267,-48.7182,-67.2185,-59.3192,-67.9089,-63.9971,-70.0,-62.3822,-65.0258,-65.4368,-69.1231,-53.8868,-69.9756,-55.5974,-51.125,-68.5013,-62.6216,-68.7712,-70.0,-59.0717,-66.3301,-70.0,-67.9547,-64.872,-52.6711,-67.7067,-53.7247,0
88,-56.7282,-70.0,-60.7016,-62.5243,-50.836,-68.5096,-60.8941,-70.0,-67.4673,-70.0,-59.8072,-64.954,-67.4979,-68.954,-57.7459,-68.4713,-53.1398,-54.9176,-70.0,-65.4778,-66.2353,-70.0,-60.5711,-62.4393,-69.0942,-63.2262,-64.3041,-49.8792,-66.3787,-52.4154,0
89,-56.2595,-69.5923,-57.9484,-67.0973,-47.5662,-67.88,-63.0772,-70.0,-70.0,-70.0,-61.1664,-60.364,-63.5857,-67.624,-61.3234,-70.0,-55.1269,-56.2647,-65.3165,-66.2961,-70.0,-69.5084,-64.8966,-58.8832,-64.1628,-67.207,-66.1508,-52.3515,-65.6896,-55.0639,0
90,-53.7231,-70.0,-62.0882,-70.0,-52.6628,-70.0,-63.4591,-70.0,-66.4983,-69.6516,-61.1269,-63.3466,-66.3167,-69.7066,-62.7507,-65.0172,-59.4182,-55.7053,-67.5527,-61.9939,-67.2111,-70.0,-68.1914,-58.0526,-62.8565,-69.0802,-70.0,-50.3439,-62.462,-51.0658,0
91,-58.6379,-70.0,-63.6261,-68.5834,-55.6438,-69.5695,-66.6514,-65.0329,-66.4715,-70.0,-63.6445,-65.9788,-68.3747,-65.2655,-59.3682,-69.5006,-58.8016,-57.5579,-65.0731,-61.1852,-70.0,-70.0,-67.5772,-60.3188,-62.0981,-66.6017,-70.0,-48.0844,-59.4909,-55.941,0
92,-63.356,-66.0931,-62.843,-70.0,-60.4253,-67.3578,-67.2899,-68.6199,-66.7947,-70.0,-63.8353,-63.1309,-70.0,-69.8889,-64.8948,-65.3272,-63.3345,-54.7938,-60.3302,-59.9879,-65.9139,-70.0,-70.0,-60.0596,-60.5564,-64.3473,-68.9322,-44.6611,-61.4796,-58.6148,0
93,-65.2679,-65.9753,-61.5596,-65.2512,-56.8658,-65.5363,-64.3659,-64.3949,-68.4737,-70.0,-66.2695,-68.3665,-68.0037,-66.5801,-68.5561,-63.2511,-67.5126,-55.4809,-64.6428,-60.8205,-61.9695,-67.8994,-70.0,-65.0185,-59.4289,-59.7241,-70.0,-42.2986,-58.0,-61.0065,0
94,-66.414,-66.5872,-65.984,-70.0,-59.5127,-67.3112,-63.7621,-64.3667,-68.9534,-68.1013,-62.3277,-69.1522,-64.0771,-66.6378,-70.0,-62.0636,-66.8722,-51.6961,-62.971,-60.5031,-63.1448,-70.0,-69.6298,-64.4049,-64.8094,-63.5281,-70.0,-42.6006,-55.0936,-66.3151,0
95,-70.0,-67.4179,-62.5834,-65.8771,-64.6933,-70.0,-68.0267,-60.0095,-70.0,-70.0,-57.9186,-70.0,-61.9597,-63.8363,-70.0,-67.124,-67.9615,-57.2824,-68.2785,-63.0203,-63.2977,-70.0,-65.6945,-60.388,-67.5784,-64.5031,-65.3413,-47.9447,-53.8708,-64.8514,0
96,-70.0,-63.0239,-64.2458,-63.9247,-66.4939,-68.95,-66.0154,-62.0865,-70.0,-66.9615,-59.6129,-68.1472,-59.0641,-66.7499,-70.0,-68.3613,-64.0791,-53.39,-68.0379,-62.7375,-62.9623,-70.0,-61.1163,-65.8103,-70.0,-59.8477,-63.0321,-49.7989,-57.4022,-69.6375,0
97,-70.0,-63.4846,-66.3299,-67.9521,-69.3153,-69.2539,-65.8146,-67.4257,-70.0,-70.0,-57.8304,-66.1107,-55.4864,-67.6838,-69.2044,-67.8157,-61.3988,-50.012,-63.7744,-61.1055,-62.0966,-67.5619,-59.889,-64.4047,-70.0,-58.0518,-63.4327,-46.4496,-53.2465,-70.0,0
98,-65.5942,-61.8235,-70.0,-65.7919,-68.5169,-66.9627,-70.0,-62.9516,-65.024,-69.8405,-59.089,-63.2666,-53.7844,-63.8361,-67.9505,-70.0,-58.4005,-53.5463,-59.9336,-65.2095,-65.4189,-69.3887,-62.5692,-63.8109,-70.0,-56.1837,-63.1266,-47.754,-52.8737,-70.0,0
99,-69.8715,-61.2739,-70.0,-67.4675,-70.0,-65.9902,-66.4333,-61.4783,-69.3403,-70.0,-61.213,-59.1294,-58.3906,-65.0041,-63.0844,-70.0,-56.3617,-51.4393,-57.9132,-61.353,-61.3044,-70.0,-58.4999,-60.8614,-70.0,-59.0537,-63.7963,-49.6723,-57.2953,-70.0,0
100,-67.1956,-58.8823,-66.1519,-70.0,-70.0,-63.4418,-62.7149,-66.7315,-70.0,-66.9871,-64.4789,-55.0791,-59.7134,-65.4518,-62.6715,-70.0,-53.7458,-48.3855,-63.1213,-66.2899,-64.8418,-70.0,-60.4772,-65.6763,-70.0,-64.1056,-63.5124,-50.5334,-62.0784,-70.0,0
