Timestep,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
59,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,591.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,591.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
60,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
61,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,611.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,611.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
62,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,621.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,621.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
63,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,631.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,631.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
64,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,641.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,641.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
65,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,651.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,651.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
66,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,661.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,661.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
67,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,671.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,671.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
68,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,681.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,681.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
69,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,691.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,691.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
70,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
71,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,711.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,711.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
72,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,721.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,721.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
73,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,731.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,731.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
74,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,741.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,741.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,751.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,751.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
76,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,761.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,761.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
77,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,771.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,771.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
78,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,781.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,781.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
79,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,791.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,791.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
80,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
81,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,811.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,811.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
82,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,821.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,821.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
83,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,831.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,831.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
84,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,841.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,841.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
85,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,851.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,851.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
86,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,861.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,861.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
87,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,871.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,871.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
88,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,881.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,881.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
89,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,891.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,891.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
90,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
91,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,911.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,911.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
92,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,921.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,921.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
93,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,931.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,931.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
94,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,941.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,941.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
95,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,951.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,951.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
96,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,961.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,961.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
97,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,971.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,971.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
98,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,981.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,981.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
99,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,991.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,991.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
100,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
