Timestep,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,23.11790909974119,57.14688284455678,64.2039971249325,39.35421458646626,56.25745071233147,62.95552556418882,53.19501462733184,67.14175158305036,55.507616038808564,35.9338430526848,46.68366693213343,59.85618109680249,47.88811769533101,50.42857083967194,48.663877076674396,31.35132372031007,42.514708787637346,53.04935281509489,54.532900389780885,49.09823280965096,42.331920362878805,51.93998645250052,62.405817365324324,40.276666538942294,44.69756492995035,48.08893417716478,62.26141036430474,66.1657070613878,56.753270601453295,47.62934998578536,51.13236622915639,52.555097287679104,46.18176145863841,63.56066070613644,42.143154584434534,40.58447325053424,38.37425543261482,52.23321843521089,41.36958128798412,52.935193243063985,44.407291042791556,61.88349387230596,59.07010758403556,44.53905221826706,44.82031546818839,64.26934487320037,61.41634207186108,53.40207715374448,53.50691703580547,50.77807308898776,45.226991704630116,63.50308001242957,53.651516911142586,60.662931644792,37.508687864247214,38.703586212921365,57.3662251879536,44.1589481062058,48.621024896581694,71.08648048966694,45.16569625821502,66.73115069815378,52.239574159525844,33.62993192522206,62.43598195966649,47.127638075089685,39.34508688808404,48.10561857649523,44.233922289455585,37.71683043674309,59.15021484354651,48.596211321394016,49.3310147073601,41.27945105098021,54.071890644123314,58.2270456305914,63.72160969732062,33.9507803455552,46.061295665234844,57.451101666879644,49.766998404710904,46.9625114355517,49.14408918330258,54.52542289631208,56.2981905580585,64.15976780160747,45.464372754559534,50.85558980743074,43.892406300962556,59.348114594673135,50.47278469257741,64.96303927735218,54.689961448879515,59.59403579789151,58.89015296951779,40.84061370823336,58.13267740285324,45.652241226308256,41.367583665655424,65.82669957123115
1,1.5442762286812544,9.94297738577357,11.41575658043691,8.115232595748166,6.912446571608132,11.196933131126498,8.745122620772309,7.868277899390319,10.363162750011012,6.209542001017428,2.129553702881117,10.872173712196656,-0.04607463489066532,4.918535527441326,3.324646282307671,-1.3095792884674875,5.5828561010603215,8.874528103866425,1.0170853694478144,7.180476820791423,8.574585132206655,3.294726998983805,9.091788197429594,4.929030369321766,4.055650501210424,8.030132774354604,4.403642962620445,5.113131436077875,8.112642389448816,2.826755405621231,2.2436031991257126,6.17675970778633,7.415208738665847,10.150281217316152,8.155292430184415,4.838186240558252,1.2929629048696971,8.527036349269512,6.894473459779441,6.912166533807184,164.40729104279154,1.3191902153153876,5.3745465329904025,0.27558267199607744,6.495004738291509,2.3109064589343156,6.5993054633599275,9.956041497240744,9.787445530331471,9.059966896566213,3.3944186415892403,6.16709059120462,5.284944183094332,11.054252296158788,-0.28678001291896793,158.70358621292138,4.358149521343709,8.613127557375861,0.47078962525989354,3.4350482224065217,4.134188303375775,5.408148610019656,6.234564392267268,-0.43343298262915475,6.536310030350494,1.128547065709951,1.4683417448131255,6.859379394161265,8.077735269283895,2.16406910678852,7.475429237354268,4.559632545273771,7.708492500943303,161.2794510509802,1.0179259145873223,6.454873491665005,1.5287448607401535,7.4098441978039205,6.286981027617402,5.832590824510256,7.115372035220009,0.5153280976864298,3.8598570304062387,1.329405588823362,9.613809215229068,8.59505078763443,0.9134680994704754,8.772676239607755,5.950307406241531,7.787797026457343,8.363374998586785,10.609932883134995,6.105338894512268,7.437764085344423,2.7777210859539254,4.643039574143745,5.251319219844917,0.6209352805049342,0.9176345617570023,10.110685491807875
2,2.374484350568752,4.030247702773007,-1.3304788363262807,-0.8501513287546137,4.182916242114719,-0.5641728005791655,1.7207071135315273,4.2834080886855315,-3.5788535618492245,-3.1472693498433126,-3.2226198692952335,5.013534713242917,-2.774378655066829,1.2957943449144407,4.6331578937914895,4.909038737670964,-0.06861100691418787,-1.2051560718096792,3.481732495760178,-2.955157579586483,-3.3005472874072193,-2.8852078725302097,-1.3630746363075357,2.6487524401405866,-1.5275056185846454,-0.283814434219283,4.716135448939939,0.3206003890179371,-3.7299481792608966,0.7508645371476046,0.10176854050957074,-3.3779975992720197,0.38271279589562657,3.851429914766532,3.543599952047293,-3.031784387833762,-3.0570457063449714,-2.721907515839641,-1.4790157011254452,-4.077211408448556,284.40729104279154,1.872729783725468,0.9095695270027816,4.826072531459054,-0.9388673745324315,-3.8608940554461255,2.8340209897452255,3.77612477911097,-0.36008347229731785,-2.0632114249980664,-1.8201607375188282,4.145369770274866,1.8935154858809653,-0.20778393206509138,3.093198688618444,278.7035862129214,-1.7034339578276074,2.5978755668287805,-1.6887335637097856,-1.5788966723248623,-3.3804517010994046,2.3209638797223953,-2.707850766038799,4.389457807734029,5.012750722252176,-1.0793675950875412,-1.5688787951879353,3.137306316264548,1.492159664119857,-3.1198713089558,1.1996787205666815,-2.7612291764394206,-1.3059506393545441,281.27945105098024,-0.5881253703040965,1.130854857010584,5.112125589330276,5.484461154251037,-2.123663255907154,0.3937381596686793,-2.9566509100616676,0.011457434292536178,-0.005905548601271904,-0.04178675922022734,0.7215521358588264,0.34778622814480886,1.6570529252237058,5.292790244981654,1.2316756190840878,-1.9950613101889791,2.3060667156031216,2.4480127345779943,-0.8669005842484016,0.26166244258854054,3.308635817982977,-4.079982339144167,-4.234358774827635,4.843186735206348,1.6672350023014675,1.655961546424134
3,1.6358507568517833,-0.987624978428606,2.728774252682543,4.049410199243199,-4.072229178488376,0.8269366187091725,-0.07624574324509681,-3.8104687686107543,-2.109900588516848,-4.061294732974617,0.5392497399124155,5.38912114986687,-1.02218874220597,3.2944700860006604,3.985181297659712,4.6847717640349105,-3.1491515053135566,1.4783671072655533,2.483754174723452,1.5987914506674934,-5.193624849975267,-4.200756271628049,-1.0403252408750585,2.3150973762341485,-2.614664845090211,0.35013585027771643,0.4950759748480277,-0.619028075434429,-1.3140947764597775,4.898178998001905,0.14001300467160746,0.8854437128989746,-4.798025351379696,-1.4411053838359305,3.9953192296809372,-2.7439157782352037,-4.391065443014875,4.305118548867536,4.832883778890242,2.6826289852120793,404.40729104279154,4.31814307223267,-2.3009405948781105,4.98282243474628,-0.5451632703474625,0.12363051349331022,0.34297429398921087,-1.3951037173313463,-0.025065281023432383,2.239359243618077,-0.11165042102911818,-0.4343318796282386,-0.4799634456258234,1.5286117292609749,3.880973167455243,398.7035862129214,-0.1495106094343507,0.9885513222910407,-4.5859788398629835,0.35118662989353133,-1.4901660229140765,2.20087000827795,-3.4406632363895584,1.2288501699038092,3.7367313094598047,-2.0753209289739285,2.340654692710762,-2.0482300972121124,-2.823374709603172,4.48885102639104,2.4471265521282057,4.623400400805311,-4.189177119700602,401.27945105098024,2.632323791133906,-2.216656355713906,5.436229603694952,2.3957572960051876,0.3052819147903183,2.1952160198545614,-3.7257822234776765,-4.353893209507763,-2.060687895991308,1.3796250868989415,-0.33898349703872815,-2.5804027369505276,4.449965210133345,0.867484333142317,-4.406758285934365,-0.05561074907915517,3.9562524093503297,0.3059144019128459,-2.385827615443297,-1.7591299532993465,-2.5324141092594052,2.9090458230169487,-4.135756884365099,4.8378941071880295,-3.0157229692809633,2.092706095945136
4,4.675815232453221,-2.2158767283664798,0.4055080143137333,2.490054751331856,-4.644604445427085,3.977656702268433,4.406675028624331,2.9599255629890693,-2.0737154766937365,0.9900545164027116,1.7692757210770145,2.217352128328892,-3.189763899998998,1.1856895839578034,-2.682872756200897,5.475941240214404,-4.229507821740873,-4.4523219571583015,-2.0056544032027857,2.8842716068218857,-1.9182914653801757,-1.4238605412518195,3.7699147608791947,-2.67422913282621,-3.514372044665892,-2.429376565516326,-1.9908825424909848,-1.6842921840832208,3.5838663549221366,-0.5846256424413118,0.6931605390834008,-2.3695252431228937,2.4998266629325268,3.149693253265856,4.648116446137851,4.594833301024755,-4.6928925640484245,5.340832899682526,-3.3399081281656335,-4.01966182316799,524.4072910427915,-0.13133048925858248,1.6199859730800035,3.3184190910510023,1.7803045042605359,-0.7254429180633193,3.1163274221108095,-4.8831690898377245,-0.9137057188870297,-3.610244581402149,-3.942688698343547,3.5568929993064757,-4.053850306350078,-0.5339721643540396,0.4667610301684494,518.7035862129214,4.722179317848285,-1.2231491875235367,-5.03599816719726,-1.7479637418708025,-0.37752126546746567,3.8398419768744825,-1.7836063719353796,-3.579696593886907,4.6661260408170895,-3.2525953642862033,-3.2281940029667258,-4.425557518851941,-3.0138579641654433,-0.13639325886099563,-2.4042848302077253,3.072766837498313,0.9514528440766431,521.2794510509802,3.9223777003789833,-4.6008439409136725,-3.0385115297608536,2.8528700177034105,0.40345161660214124,0.6347803606625486,0.10274752643823881,2.979375470138862,-2.79110256693502,-2.000324570795766,-3.1299635254047704,3.525123733510063,-0.49718252491181325,-3.7463216435744213,-0.7392825894283109,-0.7530389171409844,4.310241556969197,-0.22447769496333497,3.8894461824359996,3.0729521229600536,-3.3946971377997492,0.5934970206303188,2.788041197430658,4.412702482796092,0.5554260105738672,-3.656772908803961
5,2.8345464133379097,4.75121753302113,0.6938722406362504,-4.569620942757987,-0.7160930378947263,-3.794213112939252,1.0219532007433174,1.4020439841850343,-4.474672877150428,-0.5053301731755907,-3.0965270865481784,-2.874137401446159,-0.8725259372605688,2.1369201099569146,-4.098255239414865,-0.447480794303887,4.556113552035665,3.064817565290518,0.467037429752709,-3.3910229774784684,-3.388805846578544,-4.948040320885013,5.2961217584889795,0.34076205066581267,1.1910423357820843,1.735118600857597,3.6542853327144864,-3.0242663574308657,4.348939363985983,3.3963074465587617,-0.6657409599824597,3.3699384912725376,1.2185579109195377,4.1913464765578246,-0.885413048470397,-1.2108360017429636,0.8461083920703041,-1.2432659316539292,2.962660161769201,-5.1255624325073255,644.4072910427915,-2.359087570772147,2.0931348721480068,-1.6882739732315293,-1.1715706479166028,2.358644611797618,-3.103006366875434,-2.751661679889264,0.9116944107033647,-1.2668943424770132,-2.582658561257716,0.24712185218645766,-3.8264610260223972,1.9339541231661035,-1.4617484612282694,638.7035862129214,1.704670590352243,4.761126202756273,0.22973063268829563,-4.769322826740236,2.1235744115393205,0.10666242202712517,0.4617356749066565,-3.627884840010267,5.284097633637469,4.279875087215335,4.291581428281661,-4.787103821354374,-0.6335403737566107,-4.662905886840692,4.217829357899727,-1.4196090402186754,-1.92625805997034,641.2794510509802,-2.175411425284605,-4.417697953831584,0.827882639070294,-2.5229737302839212,-2.927111006811793,0.9778840419270012,4.267184124000609,0.03519486494514423,3.650018632664574,1.5059550184240675,1.9908374760729846,-2.0848731122488124,-2.186053429438168,-5.058916879139062,-4.296023727418184,1.0647805995618282,0.6469068351944073,-4.3219707268748095,-2.3790152039866204,-2.2481606442813735,1.0654802945190254,-4.57791255628912,4.263417326729487,-4.208173182833178,4.946792334570781,-0.6222301574967002
6,3.5562718879055994,0.20184116955141496,0.058292900057638763,-2.2465936539677154,3.1398502137722186,4.071953307881804,1.2769158911733212,0.13798155055635447,2.1558301213993527,4.362686044390564,1.2381102718170296,-0.6311573315335721,-4.718507435289688,-3.5141485064887497,2.3625410385789376,-1.823714882346956,-3.6540858143643073,-2.5074227281436126,3.342970532958137,-2.2138313149536977,2.25355185169803,3.6742896562173932,-2.1097586340695456,1.5975624550036012,-4.406182025028069,2.987527783453069,0.522862214608704,2.6006770707334974,1.0669781610923978,2.199664628122197,-0.25658461933674637,2.980902027314819,4.140799481748712,2.897136382384639,-1.5254795610723326,-1.5038175949373944,-3.224448432120216,2.757026773227284,0.7121191838903388,0.7311716983234104,764.4072910427915,-1.533929368346949,-2.2175477378940145,-3.3943601432480395,1.1833608687380104,-3.3641535162395004,4.7784573211021435,-4.040344628763357,-4.490765587582636,4.755928262710372,-1.1132557779218188,-4.279443082493974,-0.023330714510010564,-3.2972674901960866,-1.6632631088239176,758.7035862129214,1.6992113753508218,1.358883810047438,-0.6970292182284038,0.6013892583619445,0.5844259150949294,2.760912470917437,-1.0633165228995984,-4.743162846375143,-0.04633719459316521,-1.2129395599956925,1.9482800909243165,-0.7587089092906465,-1.4456350783270178,4.582262804211609,3.652734003859929,3.810224559309199,-4.031055612212216,761.2794510509802,2.677462428867878,-4.261570561209191,-0.35610264254366875,-2.5922634543115195,-4.902039814861114,-1.9365903443153956,-1.471982251863414,-4.836285808277067,-3.2661733161993975,0.8624849015385491,2.6673500816687596,2.1408485179252192,0.998984065424259,-2.7523949431700934,-2.7890663900215276,2.20089145700633,4.107973967720854,-0.9879879090863403,3.17750851061877,-4.762541910042079,-0.11920269310517959,-5.262520297987523,2.6953140519741234,-4.823038862842248,0.17274664972833265,1.955429977291209
7,0.054875084048083056,-4.350484453041144,-1.3576903169508012,-0.6295138544881844,1.1293687158591674,2.3853011702468505,-0.0711683713520177,-3.4413829828103903,-0.7491615609019653,4.624210704029971,-2.680848183967525,-0.6042604053306372,3.8052739470762815,-0.3918180178698377,-3.0349790291044085,2.5240975422616674,2.3191049634516987,3.1646263867308067,4.010070444801531,-1.6852332292169594,-0.9969669891671223,-1.123068108747872,3.9003343986491785,3.4525117766044593,3.9093748273953444,-0.1674888558532054,-2.7372908355995302,-3.791998018801602,4.109733089397094,3.3748178171686227,-0.20581350060011083,-2.095704899085534,-0.4916138909069355,1.9570235165212764,4.546458063262959,3.707273177159947,-3.7141248227991706,-3.111754836317944,4.754870573270642,-3.916082426531199,884.4072910427915,1.8737139653740893,-4.590159127049894,0.3371662411312071,-0.44165236604379443,4.283354414785217,-3.563814584283657,-0.44720937064969124,-2.4271298628430626,0.6923227681722441,2.0694518841511376,0.9971486565775645,0.6822688508330889,-4.693701053913636,-3.206527545073576,878.7035862129214,-3.551480653888099,-2.975466117623387,3.774590218019673,-3.5399104842444293,-1.8855899008136416,-3.6162443818040444,-3.9144278749508725,-0.6397215224660815,3.2546293948851934,2.2843776252088324,4.766846309803971,1.2712325679622443,-2.4128927130110873,4.149144419857797,-1.2129315705095909,-3.4885612175511267,1.9729721535091684,881.2794510509802,-2.915372142956941,-4.442342296055147,0.9599839990262116,-3.2134905747805345,1.512739883944163,0.8074603490519021,-1.710235929951222,-3.390804989737523,4.577351335344437,1.7244919951192519,3.6970584989567556,-0.48995183849803187,4.608698918943672,-3.256131402687799,-3.1576870086479554,-1.3267667956614058,3.533483322935433,1.6174364220976039,4.35933569592893,2.1994988905033086,2.610497858448113,3.8834619106844324,-3.9877119787635724,-0.44118760833266446,3.9239279458457994,-2.318776726312599
8,-2.1899772391396506,4.478365069063492,1.2729676950105084,1.665576546464439,-1.2635934797760775,-1.6186064438754364,-3.823454055529222,-2.4163650141620616,-0.8547068879616925,-4.420774849378006,-4.017542001060472,-3.317969814557274,4.810516212635313,0.770394370542248,-4.239619647248306,0.1450454880257651,2.4022575930965746,1.7294059023679709,0.8953886144223985,2.960137268736074,3.2889662925965095,2.422177242528666,-1.7175010088240215,-3.834913760296773,-2.5420246007123612,4.732808071822774,-1.7604482537850068,-5.084217155105828,-2.5231724446646475,-4.08088794934052,-0.09138213781853355,-4.136343345070726,1.3959945382463304,-3.359249592302026,3.8024713728342854,1.4261879364162486,1.556282330475631,2.0440426165944605,-2.773327839125522,3.960720378936837,1004.4072910427915,5.175539604490496,-4.9742420989400955,-1.5710568231535622,-1.100330351773536,2.413067205528339,3.0456514476271233,4.171512036829765,-3.1304391198595822,-1.8720850335573376,-0.10565205529207766,-4.599317057101185,-0.3544676075372663,1.2861187282890827,-1.852687288674708,998.7035862129214,4.565711585027125,-4.007663819777644,0.875918211795356,3.0069251766981564,-3.2472137796734555,-2.38862988801866,-4.4052153453987275,3.956355046608646,-3.6415594737740293,4.013679266038396,-4.03687818625527,3.8123746258923727,-2.7929233477828594,-2.723504026312309,-1.114078706727696,-1.3916253714147326,-2.7310697554247265,1001.2794510509802,4.619769299020575,-5.105223979838222,-2.5515781031077744,-1.9547491436576763,4.762763029335266,0.7435271076200866,-3.6701026194683544,4.649327913529477,4.419140683482974,-1.9984113958880851,0.13685412545041353,-2.1431739053567083,-0.1292755270167355,-1.1068669019982997,-2.595805722184878,3.796574476469557,1.9160168182972255,-0.8903412565490577,1.410330601733036,4.583981008490865,-1.5204662376973914,5.109635423579135,-0.8212122828144057,1.3826576781103221,5.156957127094321,4.773116631564701
9,-4.557012316447925,1.9256599266356913,0.06230020731024169,-0.740888574160177,1.5057761305997115,3.487231563428549,2.307608725463581,-1.6121910613026964,-4.072622739394785,3.7919758621951365,-2.949941164782605,-4.021736605902796,-3.715616507877693,-2.691019230788242,3.529307740024407,3.0866704375771215,-0.4879254935705485,4.024025499924198,2.9764836682248164,3.878874772475904,5.174987523981796,4.8687731328146695,-1.363479648220866,-4.195636160276965,-4.044593862609693,4.948030434297369,3.5611108708171315,0.45549504447577227,-3.0807324966962506,-5.228100826426918,-4.6376655444800035,-0.47518717445937997,3.884769561401718,-2.6304486450400333,2.576959802499222,4.999436155935313,0.7703302543904661,3.716469043817211,-2.3985763626332797,0.8867486696311316,1124.4072910427915,1.0629684721952126,-1.499185098953013,1.5607880648299888,2.5114623413473702,-4.285606671220394,-1.821115092709556,-1.0861897096320923,1.3275200743907816,-4.032176811767482,4.085084515986068,-5.172762197490899,1.8277646072939082,-2.2294966749209326,2.120989133731394,1118.7035862129214,-4.402999939874527,2.4322687365079823,-4.301487535540923,5.285819461180521,-3.4174120106001165,-1.4018231037753175,3.3289541039823844,1.4604716046043542,3.731002440229292,5.056507583332859,-1.3399116944568872,-2.431178939329513,2.8722673124276534,3.980466742450071,3.177887450632241,-1.0153052441887727,2.878025677032779,1121.2794510509802,1.4305556290488364,-1.6319607770813793,-0.8562676390750356,-1.1491710133728819,4.8600864562782276,2.669027417776594,0.5968744690000937,-3.342413925349055,2.1839624705825686,4.226726982902801,1.0981851750685845,-0.5955693039268545,3.5893205567496667,-4.067955404248676,-0.7783576622639006,3.46299682412314,-4.416476357640756,0.5601763264825392,4.826510283006436,-2.203460308178045,-0.22831076485036808,-2.1440720949155665,-3.134978238191419,-0.8831557825734582,-0.26629986860175203,-2.2512403049888414
